Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	OptFreq	Zmax	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00019728	X:8739047-8740171	204	6	6	0.044099	980.86	10000	8545	980.86	1000	0	0.117028	X	8739047	8740171	1124	FALSE
WBGene00019729	X:8733019-8737015	204	34	34	0.039216	724.034	10000	4267	724.034	1000	0	0.234357	X	8733019	8737015	3996	FALSE
WBGene00019730	X:8748430-8750969,X:8748827-8750969,X:8748462-8750969	204	22	22	0.02451	909.162	10000	7192	909.162	1000	0	0.139043	X	8748430	8750969	2539	FALSE
WBGene00019731	X:8754575-8761580	204	66	66	0.004902	558.5	10000	2177	558.5	1000	0	0.459348	X	8754575	8761580	7005	FALSE
WBGene00019732	X:8731273-8731911	204	3	3	0.034314	768.985	10000	4595	768.985	1000	0	0.217628	X	8731273	8731911	638	FALSE
WBGene00044313	X:8740788-8743057	204	14	14	0.004902	370.525	10000	1584	370.525	1000	0	0.631313	X	8740788	8743057	2269	FALSE
WBGene00019733	X:325961-334587,X:325961-334587,X:325961-333711	204	72	72	0.014706	565.195	10000	2415	565.195	1000	0	0.414079	X	325961	334587	8626	FALSE
WBGene00019734	X:308760-311323	204	15	14	0.004902	685.486	10000	4518	685.486	1000	0	0.221337	X	308760	311323	2563	FALSE
WBGene00023458	X:322522-323214	204	3	3	0.009804	295.693	10000	1216	295.693	1000	0	0.822368	X	322522	323214	692	FALSE
WBGene00019735	X:3027252-3030762	204	33	33	0.019608	545.475	10000	2158	545.475	1000	0	0.463392	X	3027252	3030762	3510	FALSE
WBGene00019736	X:3033324-3034303	204	4	4	0.02451	443.406	10000	1358	443.406	1000	0	0.736377	X	3033324	3034303	979	FALSE
WBGene00019737	X:3036432-3040732	204	28	28	0.009804	730.351	10000	3246	730.351	1000	0	0.308071	X	3036432	3040732	4300	FALSE
WBGene00019738	X:3031722-3033203	204	5	5	0.004902	562.82	10000	4595	562.82	1000	0	0.217628	X	3031722	3033203	1481	FALSE
WBGene00000175	X:3025535-3026971,X:3025061-3026971	204	12	12	0.004902	499.226	10000	2295	499.226	1000	0	0.43573	X	3025535	3026971	1436	FALSE
WBGene00010830	II:10326129-10335762,II:10326129-10335762	204	64	64	0.039216	487.239	10000	1541	487.239	1000	0	0.648929	II	10326129	10335762	9633	FALSE
WBGene00010831	II:10321460-10324850	204	17	17	0.004902	615.032	10000	3068	615.032	1000	0	0.325945	II	10321460	10324850	3390	FALSE
WBGene00010832	II:10318294-10319910	204	6	6	0.004902	906.516	10000	8470	906.516	1000	0	0.118064	II	10318294	10319910	1616	FALSE
WBGene00003689	V:474808-477150	204	163	163	0.039216	750.714	10000	4991	750.714	1000	0	0.200361	V	474808	477150	2342	FALSE
WBGene00005257	V:444892-446674	204	23	23	0.004902	715.14	10000	3229	715.14	1000	0	0.309693	V	444892	446674	1782	FALSE
WBGene00005258	V:447568-449230	204	13	13	0.004902	343.684	10000	1251	343.684	1000	0	0.799361	V	447568	449230	1662	FALSE
WBGene00019745	V:467566-468560	204	49	49	0.019608	208.967	10000	1240	208.967	1000	0	0.806452	V	467566	468560	994	FALSE
WBGene00019740	V:472888-474631	204	80	80	0.014706	349.011	10000	1566	349.011	1000	0	0.63857	V	472888	474631	1743	FALSE
WBGene00019741	V:465658-467506	204	35	35	0.009804	377.644	10000	1729	377.644	1000	0	0.578369	V	465658	467506	1848	FALSE
WBGene00019742	V:462599-464892	204	56	56	0.044118	745.381	10000	2865	745.381	1000	0	0.34904	V	462599	464892	2293	FALSE
WBGene00019743	V:459768-462075	204	34	34	0.009804	1020.53	10000	8193	1020.53	1000	0	0.122055	V	459768	462075	2307	FALSE
WBGene00003688	V:454383-456772	204	28	28	0.02451	867.178	10000	6387	867.178	1000	0	0.156568	V	454383	456772	2389	FALSE
WBGene00003713	V:451450-453755	204	30	30	0.02451	739.198	10000	3152	739.198	1000	0	0.317259	V	451450	453755	2305	FALSE
WBGene00019744	V:449740-450441	204	9	9	0.019608	537.634	10000	1970	537.634	1000	0	0.507614	V	449740	450441	701	FALSE
WBGene00005256	V:441819-443293	204	10	10	0.044351	911.488	10000	7212	911.488	1000	0	0.138658	V	441819	443293	1474	FALSE
WBGene00006868	II:4571999-4591360,II:4571999-4591360	204	152	152	0.044118	710.827	10000	4049	710.827	1000	0	0.246975	II	4571999	4591360	19361	FALSE
WBGene00019746	II:4557786-4559573	204	58	57	0.009804	825.307	10000	10000	825.307	934	0	0.0934	II	4557786	4559573	1787	FALSE
WBGene00019747	II:4590952-4596699,II:4590952-4597999,II:4590952-4599002,II:4590952-4600022,II:4590952-4601356	204	76	75	0.004902	720.487	10000	5972	720.487	1000	0	0.167448	II	4590952	4596699	5747	FALSE
WBGene00000928	II:4562949-4563546,II:4562852-4563546	204	6	6	0.019608	1376.86	10000	10000	1376.86	329	0	0.0329	II	4562949	4563546	597	FALSE
WBGene00077490	II:4560396-4562621	204	19	19	0.044285	840.635	10000	5599	840.635	1000	0	0.178603	II	4560396	4562621	2225	FALSE
WBGene00000991	X:6818437-6820073	204	3	3	0.004902	549.814	10000	2102	549.814	997	3	0.475024	X	6818437	6820073	1636	FALSE
WBGene00019748	X:6809103-6817632	204	57	57	0.034314	608.605	10000	2478	608.605	1000	0	0.403551	X	6809103	6817632	8529	FALSE
WBGene00019749	X:6800687-6803700	204	11	11	0.02451	313.835	10000	1315	313.835	1000	0	0.760456	X	6800687	6803700	3013	FALSE
WBGene00001572	X:6820005-6823268	204	29	29	0.029412	930.781	10000	7295	930.781	1000	0	0.13708	X	6820005	6823268	3263	FALSE
WBGene00010833	X:13841609-13843123	204	7	6	0.009804	561.894	10000	3329	561.894	1000	0	0.300391	X	13841609	13843123	1514	FALSE
WBGene00010834	X:13852905-13857324	204	31	31	0.04902	781.615	10000	5342	781.615	1000	0	0.187196	X	13852905	13857324	4419	FALSE
WBGene00010835	X:13860760-13864292	204	24	24	0.004902	226.76	10000	1217	226.76	1000	0	0.821693	X	13860760	13864292	3532	FALSE
WBGene00010836	X:13859105-13860871,X:13859105-13873026	204	78	78	0.004902	520.055	10000	2442	520.055	1000	0	0.4095	X	13859105	13860871	1766	FALSE
WBGene00010838	III:10393388-10396081	204	10	10	0.014706	125.92	10000	1017	125.92	1000	0	0.983284	III	10393388	10396081	2693	FALSE
WBGene00010839	III:10399171-10405237	204	32	32	0.009804	362.855	10000	1500	362.855	1000	0	0.666667	III	10399171	10405237	6066	FALSE
WBGene00010840	III:10405069-10414702,III:10408262-10414702	204	78	78	0.014706	636.309	10000	3391	636.309	1000	0	0.294898	III	10405069	10414702	9633	FALSE
WBGene00044069	III:10405337-10407250,III:10405261-10407250	204	14	14	0.009804	431.94	10000	1849	431.94	1000	0	0.540833	III	10405337	10407250	1913	FALSE
WBGene00010842	III:10416138-10421760,III:10416068-10421760	204	43	43	0.014706	535.228	10000	2172	535.228	1000	0	0.460405	III	10416138	10421760	5622	FALSE
WBGene00010843	III:10421777-10424008	204	26	26	0.004902	500.094	10000	1887	500.094	1000	0	0.529942	III	10421777	10424008	2231	FALSE
WBGene00010844	III:10424107-10427982	204	24	24	0.004902	694.92	10000	4367	694.92	1000	0	0.22899	III	10424107	10427982	3875	FALSE
WBGene00010845	III:10428333-10435983	204	64	64	0.014706	622.343	10000	3652	622.343	1000	0	0.273823	III	10428333	10435983	7650	FALSE
WBGene00194868	III:10388631-10391728	204	17	17	0.014706	945.63	10000	7261	945.63	1000	0	0.137722	III	10388631	10391728	3097	FALSE
WBGene00006974	IV:6118223-6122077,IV:6118223-6121720,IV:6118223-6122077,IV:6118223-6121722,IV:6118223-6121737,IV:6118223-6120843,IV:6118223-6121722,IV:6118223-6121737	204	17	17	0.009804	681.611	10000	3421	681.611	1000	0	0.292312	IV	6118223	6122077	3854	FALSE
WBGene00019750	IV:6110708-6112372	204	15	15	0.009804	338.762	10000	1436	338.762	1000	0	0.696379	IV	6110708	6112372	1664	FALSE
WBGene00019751	IV:6121777-6127302,IV:6121777-6125198	204	45	45	0.004902	438.139	10000	1857	438.139	1000	0	0.538503	IV	6121777	6127302	5525	FALSE
WBGene00019753	V:5623641-5624637	204	6	6	0.004902	669.92	10000	3587	669.92	1000	0	0.278784	V	5623641	5624637	996	FALSE
WBGene00019754	V:5617653-5618341	204	3	3	0.04902	319.869	10000	1229	319.869	1000	0	0.81367	V	5617653	5618341	688	FALSE
WBGene00019755	V:5615024-5616181	204	13	13	0.004902	649.397	10000	2884	649.397	1000	0	0.346741	V	5615024	5616181	1157	FALSE
WBGene00019756	V:5609413-5613219	204	34	34	0.009804	812.236	10000	4104	812.236	1000	0	0.243665	V	5609413	5613219	3806	FALSE
WBGene00019757	V:5618316-5619458,V:5618316-5620140	204	7	7	0.004902	499.437	10000	1507	499.437	1000	0	0.66357	V	5618316	5619458	1142	FALSE
WBGene00000066	X:4960552-4964416,X:4960618-4964416,X:4960620-4964416,X:4960618-4964416,X:4960618-4964416,X:4960620-4964416,X:4960647-4964416,X:4961926-4964416	204	21	21	0.02451	696.57	10000	2938	696.57	1000	0	0.340368	X	4960552	4964416	3864	FALSE
WBGene00006475	X:4948048-4955331,X:4950330-4955331,X:4951825-4955331	204	42	42	0.02451	533.225	10000	1847	533.225	1000	0	0.541419	X	4948048	4955331	7283	FALSE
WBGene00019758	X:4957328-4958067	204	2	1	0.004902	191.922	10000	1609	191.922	992	8	0.619018	X	4957328	4958067	739	FALSE
WBGene00019759	X:4964408-4969359	204	43	43	0.02451	933.311	10000	8211	933.311	1000	0	0.121788	X	4964408	4969359	4951	FALSE
WBGene00019760	X:4969532-4970911,X:4970462-4970895	204	5	5	0.019608	752.906	10000	5764	752.906	1000	0	0.173491	X	4969532	4970911	1379	FALSE
WBGene00019761	V:5951434-5953841	204	15	15	0.014706	530.975	10000	2762	530.975	1000	0	0.362056	V	5951434	5953841	2407	FALSE
WBGene00004206	V:5943473-5949562,V:5944421-5949562,V:5944421-5950991	204	77	77	0.009804	453.07	10000	1577	453.07	1000	0	0.634115	V	5943473	5949562	6089	FALSE
WBGene00019762	V:5940023-5943363,V:5940023-5943363	204	10	10	0.044523	809.406	10000	6653	809.406	1000	0	0.150308	V	5940023	5943363	3340	FALSE
WBGene00019763	V:5930915-5933429	204	19	19	0.044522	963.543	10000	10000	963.543	940	0	0.094	V	5930915	5933429	2514	FALSE
WBGene00019764	V:5933661-5936791	204	22	22	0.004902	542.791	10000	1939	542.791	1000	0	0.51573	V	5933661	5936791	3130	FALSE
WBGene00019765	V:5953830-5954840	204	9	9	0.004902	669.332	10000	3515	669.332	1000	0	0.284495	V	5953830	5954840	1010	FALSE
WBGene00189957	V:5937095-5939188	204	14	13	0.044492	395.2	10000	1891	395.2	1000	0	0.528821	V	5937095	5939188	2093	FALSE
WBGene00003218	IV:11524641-11527951	204	18	18	0.02451	937.229	10000	7952	937.229	1000	0	0.125755	IV	11524641	11527951	3310	FALSE
WBGene00010846	IV:11528055-11530632	204	21	21	0.02451	439.895	10000	1577	439.895	1000	0	0.634115	IV	11528055	11530632	2577	FALSE
WBGene00001585	IV:11521287-11522215	204	5	5	0.019608	682.772	10000	3041	682.772	1000	0	0.328839	IV	11521287	11522215	928	FALSE
WBGene00010847	IV:11518415-11521031	204	15	15	0.02451	810.89	10000	4900	810.89	1000	0	0.204082	IV	11518415	11521031	2616	FALSE
WBGene00006678	IV:11504763-11509572,IV:11507808-11509572	204	31	31	0.044411	622.778	10000	2975	622.778	1000	0	0.336134	IV	11504763	11509572	4809	FALSE
WBGene00010848	IV:11509895-11510745	204	4	4	0.004902	537.615	10000	2237	537.615	1000	0	0.447027	IV	11509895	11510745	850	FALSE
WBGene00010849	IV:11530611-11532930,IV:11530611-11541103,IV:11530611-11532197,IV:11530611-11536795,IV:11530611-11535286,IV:11530611-11548586,IV:11530611-11536795,IV:11530611-11533867,IV:11530611-11533867,IV:11530611-11532930	204	139	138	0.039216	699.597	10000	6358	699.597	1000	0	0.157282	IV	11530611	11532930	2319	FALSE
WBGene00010850	V:19437941-19445577,V:19437941-19445577,V:19437941-19445577,V:19437967-19445577	204	81	81	0.044587	823.207	10000	8668	823.207	1000	0	0.115367	V	19437941	19445577	7636	FALSE
WBGene00010851	V:19445874-19448901,V:19445883-19448901	204	33	33	0.007353	504.613	10000	3337	504.613	1000	0	0.29967	V	19445874	19448901	3027	FALSE
WBGene00001677	I:8531720-8535250,I:8531720-8534527	204	19	18	0.009804	585.709	10000	4181	585.709	1000	0	0.239177	I	8531720	8535250	3530	FALSE
WBGene00010854	I:8546062-8546725	204	5	5	0.004902	229.278	10000	1312	229.278	1000	0	0.762195	I	8546062	8546725	663	FALSE
WBGene00010855	I:8540024-8544415	204	13	13	0.019608	763.539	10000	7243	763.539	1000	0	0.138064	I	8540024	8544415	4391	FALSE
WBGene00010856	I:9350273-9352700,I:9350273-9352463	204	16	16	0.014706	599.002	10000	3097	599.002	1000	0	0.322893	I	9350273	9352700	2427	FALSE
WBGene00010857	I:9344723-9349558	204	21	21	0.039216	606.686	10000	3328	606.686	1000	0	0.300481	I	9344723	9349558	4835	FALSE
WBGene00010858	I:9352880-9354541,I:9352880-9354275	204	13	12	0.02451	572.22	10000	2678	572.22	1000	0	0.373413	I	9352880	9354541	1661	FALSE
WBGene00010859	I:9355071-9357079	204	17	17	0.02451	617.962	10000	3174	617.962	1000	0	0.31506	I	9355071	9357079	2008	FALSE
WBGene00001121	I:9359072-9362926,I:9359072-9364180	204	37	37	0.004902	740.353	10000	5502	740.353	1000	0	0.181752	I	9359072	9362926	3854	FALSE
WBGene00014807	I:11334222-11337431	204	25	25	0.044639	496.992	10000	2107	496.992	1000	0	0.474608	I	11334222	11337431	3209	FALSE
WBGene00077770	I:11339777-11341521,I:11339777-11341611	204	16	16	0.04463	276.183	10000	1111	276.183	1000	0	0.90009	I	11339777	11341521	1744	FALSE
WBGene00010862	III:10029990-10030600	204	5	5	0.004902	295.693	10000	1179	295.693	1000	0	0.848176	III	10029990	10030600	610	FALSE
WBGene00010863	III:10032343-10033313	204	7	7	0.004902	675.854	10000	3561	675.854	1000	0	0.28082	III	10032343	10033313	970	FALSE
WBGene00010864	III:10036003-10036796	204	5	5	0.004902	844.334	10000	6407	844.334	978	22	0.154362	III	10036003	10036796	793	FALSE
WBGene00010865	III:10037447-10038247	204	4	4	0.044636	484.149	10000	2259	484.149	1000	0	0.442674	III	10037447	10038247	800	FALSE
WBGene00010866	III:10034180-10035102	204	5	5	0.044626	401.359	10000	1636	401.359	1000	0	0.611247	III	10034180	10035102	922	FALSE
WBGene00019767	I:4770291-4771361,I:4769693-4771361	204	5	5	0.044616	445.151	10000	2411	445.151	1000	0	0.414766	I	4770291	4771361	1070	FALSE
WBGene00019768	I:4765753-4767644	204	7	6	0.044606	266.925	10000	1414	266.925	1000	0	0.707214	I	4765753	4767644	1891	FALSE
WBGene00019769	I:4763240-4765205	204	11	11	0.014706	641.556	10000	2378	641.556	1000	0	0.420521	I	4763240	4765205	1965	FALSE
WBGene00019770	I:4771490-4773047,I:4771485-4773047	204	5	5	0.014706	552.538	10000	2816	552.538	1000	0	0.355114	I	4771490	4773047	1557	FALSE
WBGene00019771	I:4773817-4777717	204	27	26	0.029412	185.372	10000	1346	185.372	1000	0	0.742942	I	4773817	4777717	3900	FALSE
WBGene00010867	V:13370103-13372947,V:13370113-13380189,V:13370103-13372787,V:13370103-13372897,V:13370113-13372897,V:13370113-13372897,V:13370113-13372724,V:13370103-13371311	204	54	54	0.019608	512.374	10000	2033	512.374	1000	0	0.491884	V	13370103	13372947	2844	FALSE
WBGene00000789	V:13381188-13383076	204	8	8	0.029412	783.407	10000	4992	783.407	1000	0	0.200321	V	13381188	13383076	1888	FALSE
WBGene00001554	V:13383018-13385898	204	18	18	0.044118	611.836	10000	2684	611.836	1000	0	0.372578	V	13383018	13385898	2880	FALSE
WBGene00010868	V:13386062-13391393,V:13386062-13389490,V:13386062-13391031	204	43	43	0.019608	412.915	10000	1582	412.915	1000	0	0.632111	V	13386062	13391393	5331	FALSE
WBGene00019772	IV:455725-457121	204	16	15	0.019608	433.118	10000	2004	433.118	1000	0	0.499002	IV	455725	457121	1396	FALSE
WBGene00019773	IV:458031-460549,IV:458031-461029	204	17	17	0.044547	609.914	10000	2573	609.914	1000	0	0.388651	IV	458031	460549	2518	FALSE
WBGene00019774	IV:461111-481167,IV:461111-463879	204	207	207	0.004902	494.893	10000	1830	494.893	1000	0	0.546448	IV	461111	481167	20056	FALSE
WBGene00010869	I:7177952-7179430	204	3	3	0.019608	917.398	10000	8014	917.398	1000	0	0.124782	I	7177952	7179430	1478	FALSE
WBGene00010870	I:7172463-7174124,I:7172463-7174136	204	3	2	0.044493	541.587	10000	4430	541.587	977	23	0.223138	I	7172463	7174124	1661	FALSE
WBGene00010871	I:7186443-7188298,I:7185707-7188298	204	11	10	0.044482	294.722	10000	1598	294.722	1000	0	0.625782	I	7186443	7188298	1855	FALSE
WBGene00010872	I:7188494-7190562	204	11	11	0.004902	595.558	10000	3828	595.558	1000	0	0.261233	I	7188494	7190562	2068	FALSE
WBGene00001949	I:7190847-7193916	204	14	14	0.014706	364.508	10000	1841	364.508	1000	0	0.543183	I	7190847	7193916	3069	FALSE
WBGene00010873	I:7183052-7185709	204	16	16	0.02451	725.947	10000	5808	725.947	1000	0	0.172176	I	7183052	7185709	2657	FALSE
WBGene00194654	I:7175494-7176520	204	6	5	0.044447	634.686	10000	4555	634.686	1000	0	0.219539	I	7175494	7176520	1026	FALSE
WBGene00010874	II:8473844-8475400,II:8473844-8475568	204	4	4	0.044431	252.728	10000	1473	252.728	1000	0	0.678887	II	8473844	8475400	1556	FALSE
WBGene00010875	II:8468108-8470160	204	15	15	0.044421	643.666	10000	4079	643.666	1000	0	0.245158	II	8468108	8470160	2052	FALSE
WBGene00010876	II:8475853-8477923	204	6	6	0.044455	971.028	10000	7638	971.028	1000	0	0.130924	II	8475853	8477923	2070	FALSE
WBGene00010877	II:8477951-8480478	204	15	14	0.014706	848.937	10000	8545	848.937	1000	0	0.117028	II	8477951	8480478	2527	FALSE
WBGene00010878	II:8480485-8482216,II:8480485-8482216	204	10	10	0.044635	741.956	10000	3573	741.956	1000	0	0.279877	II	8480485	8482216	1731	FALSE
WBGene00010879	II:8482371-8483538,II:8482371-8483302,II:8482371-8483872	204	5	5	0.044692	801.753	10000	5409	801.753	1000	0	0.184877	II	8482371	8483538	1167	FALSE
WBGene00001523	II:8485937-8487563	204	9	9	0.004902	671.747	10000	4735	671.747	1000	0	0.211193	II	8485937	8487563	1626	FALSE
WBGene00010880	II:8470290-8471224,II:8470078-8471224	204	6	6	0.034314	651.34	10000	2703	651.34	1000	0	0.369959	II	8470290	8471224	934	FALSE
WBGene00010881	II:8494270-8495715	204	5	5	0.044872	442.674	10000	1963	442.674	1000	0	0.509424	II	8494270	8495715	1445	FALSE
WBGene00003367	II:10824294-10841823	204	104	104	0.009804	94.0692	10000	1059	94.0692	1000	0	0.944287	II	10824294	10841823	17529	FALSE
WBGene00010910	II:10844529-10855554	204	44	44	0.009804	290.957	10000	1405	290.957	1000	0	0.711744	II	10844529	10855554	11025	FALSE
WBGene00010911	II:10857472-10860909,II:10857491-10860909,II:10857472-10860894,II:10857491-10860894	204	25	25	0.004902	268.534	10000	1358	268.534	1000	0	0.736377	II	10857472	10860909	3437	FALSE
WBGene00010912	II:10863693-10868391,II:10863693-10868692,II:10863693-10866788	204	30	30	0.019608	118.97	10000	1106	118.97	1000	0	0.904159	II	10863693	10868391	4698	FALSE
WBGene00000293	II:10869195-10870988	204	7	7	0.004902	486.202	10000	1965	486.202	1000	0	0.508906	II	10869195	10870988	1793	FALSE
WBGene00044924	II:10855641-10857179	204	13	13	0.014706	236.642	10000	1271	236.642	1000	0	0.786782	II	10855641	10857179	1538	FALSE
WBGene00077658	II:10841477-10843625	204	22	22	0.004902	231.624	10000	1468	231.624	1000	0	0.681199	II	10841477	10843625	2148	FALSE
WBGene00000652	II:8204340-8207573	204	16	16	0.045207	1133.08	10000	10000	1133.08	385	0	0.0385	II	8204340	8207573	3233	FALSE
WBGene00006658	II:8210661-8212751	204	7	7	0.014706	576.955	10000	3368	576.955	1000	0	0.296912	II	8210661	8212751	2090	FALSE
WBGene00010913	II:8214574-8216551	204	11	11	0.045357	1755.58	10000	10000	1755.58	47	0	0.0047	II	8214574	8216551	1977	FALSE
WBGene00002066	II:8217230-8221509,II:8217230-8221509,II:8217342-8221509,II:8217280-8221509,II:8218461-8222201,II:8218954-8222197	204	20	20	0.045348	591.713	10000	3556	591.713	1000	0	0.281215	II	8217230	8221509	4279	FALSE
WBGene00000894	II:8226315-8229150,II:8226131-8229150,II:8226315-8229150,II:8226131-8229150,II:8226719-8229150,II:8226315-8229150,II:8226131-8229150	204	12	12	0.004902	414.472	10000	2031	414.472	1000	0	0.492368	II	8226315	8229150	2835	FALSE
WBGene00010914	II:8229129-8230634	204	2	2	0.045328	419.213	10000	2128	419.213	1000	0	0.469925	II	8229129	8230634	1505	FALSE
WBGene00010915	II:8232788-8237202	204	17	17	0.014706	712.25	10000	4657	712.25	1000	0	0.214731	II	8232788	8237202	4414	FALSE
WBGene00010917	II:8231312-8232769	204	5	5	0.04534	1093.28	10000	10000	1093.28	665	0	0.0665	II	8231312	8232769	1457	FALSE
WBGene00019792	IV:8414292-8421063	204	41	41	0.004902	646.585	10000	3086	646.585	1000	0	0.324044	IV	8414292	8421063	6771	FALSE
WBGene00010918	IV:11814246-11819461,IV:11816794-11819461	204	49	49	0.029412	883.086	10000	6518	883.086	1000	0	0.153421	IV	11814246	11819461	5215	FALSE
WBGene00003920	IV:11820506-11821917,IV:11820504-11821917,IV:11820504-11821855,IV:11820512-11821855	204	8	8	0.02451	1206.49	10000	10000	1206.49	378	0	0.0378	IV	11820506	11821917	1411	FALSE
WBGene00010919	IV:11823370-11823938	204	3	3	0.02451	1233.8	10000	10000	1233.8	173	0	0.0173	IV	11823370	11823938	568	FALSE
WBGene00010920	IV:11830798-11833545	204	23	23	0.02451	896.859	10000	5768	896.859	1000	0	0.17337	IV	11830798	11833545	2747	FALSE
WBGene00044253	IV:11827548-11828121	204	6	6	0.039216	603.135	10000	2964	603.135	1000	0	0.337382	IV	11827548	11828121	573	FALSE
WBGene00006843	III:10906469-10908927,III:10907593-10908930,III:10902647-10908927	204	59	59	0.045258	672.675	10000	3630	672.675	1000	0	0.275482	III	10906469	10908927	2458	FALSE
WBGene00000853	III:10911477-10916665,III:10911459-10916665	204	47	47	0.04902	610.331	10000	3581	610.331	1000	0	0.279252	III	10911477	10916665	5188	FALSE
WBGene00006873	III:10920335-10926041	204	84	84	0.019608	616.269	10000	4473	616.269	1000	0	0.223564	III	10920335	10926041	5706	FALSE
WBGene00010922	III:10931207-10932226	204	7	7	0.009804	578.485	10000	3974	578.485	1000	0	0.251636	III	10931207	10932226	1019	FALSE
WBGene00010923	III:10936245-10946499,III:10945667-10946499,III:10936245-10946499	204	79	79	0.990197	816.557	10000	8239	816.557	1000	0	0.121374	III	10936245	10946499	10254	FALSE
WBGene00043057	III:10933630-10936134,III:10935903-10936002	204	41	41	0.009804	516.059	10000	3886	516.059	1000	0	0.257334	III	10933630	10936134	2504	FALSE
WBGene00019793	II:3641499-3644082	204	29	29	0.004902	591.978	10000	3727	591.978	1000	0	0.268312	II	3641499	3644082	2583	FALSE
WBGene00019794	II:3631443-3633875	204	40	40	0.022059	593.09	10000	3450	593.09	1000	0	0.289855	II	3631443	3633875	2432	FALSE
WBGene00019795	II:3627197-3629131	204	20	20	0.039216	166.491	10000	1202	166.491	1000	0	0.831947	II	3627197	3629131	1934	FALSE
WBGene00019796	II:3624197-3626950	204	31	31	0.045221	541.99	10000	2112	541.99	1000	0	0.473485	II	3624197	3626950	2753	FALSE
WBGene00019797	II:3637810-3639284	204	23	22	0.04521	437.067	10000	2661	437.067	1000	0	0.375799	II	3637810	3639284	1474	FALSE
WBGene00019798	II:3645426-3646982	204	20	20	0.045411	389.615	10000	1376	389.615	1000	0	0.726744	II	3645426	3646982	1556	FALSE
WBGene00019799	II:3622313-3624055	204	11	10	0.004902	423.773	10000	1985	423.773	1000	0	0.503778	II	3622313	3624055	1742	FALSE
WBGene00044314	II:3647410-3648631	204	11	11	0.02451	997.557	10000	10000	997.557	830	0	0.083	II	3647410	3648631	1221	FALSE
WBGene00219238	II:3629294-3630860	204	20	20	0.004902	1044.5	10000	10000	1044.5	529	0	0.0529	II	3629294	3630860	1566	FALSE
WBGene00010924	X:12146816-12148471	204	28	28	0.004902	383.439	10000	2337	383.439	1000	0	0.427899	X	12146816	12148471	1655	FALSE
WBGene00010925	X:12151358-12154089	204	50	50	0.004902	317.372	10000	1377	317.372	1000	0	0.726216	X	12151358	12154089	2731	FALSE
WBGene00010926	X:12142901-12143825	204	6	5	0.045362	140.416	10000	1279	140.416	1000	0	0.781861	X	12142901	12143825	924	FALSE
WBGene00044144	X:12150079-12151039	204	23	23	0.004902	985.396	10000	9968	985.396	1000	0	0.100321	X	12150079	12151039	960	FALSE
WBGene00045481	X:12144113-12145940	204	34	34	0.004902	185.015	10000	1118	185.015	1000	0	0.894454	X	12144113	12145940	1827	FALSE
WBGene00010927	V:19790042-19791248	204	14	13	0.045334	310.348	10000	1625	310.348	1000	0	0.615385	V	19790042	19791248	1206	FALSE
WBGene00044655	V:19777246-19778708	204	19	18	0.014706	1042.84	10000	10000	1042.84	595	0	0.0595	V	19777246	19778708	1462	FALSE
WBGene00010928	V:19788679-19789343	204	8	8	0.014706	76.2215	10000	1007	76.2215	1000	0	0.993049	V	19788679	19789343	664	FALSE
WBGene00010929	V:19784128-19785961	204	37	37	0.019608	665.591	10000	2717	665.591	1000	0	0.368053	V	19784128	19785961	1833	FALSE
WBGene00010931	V:19761050-19766769	204	61	61	0.014706	809.678	10000	5276	809.678	1000	0	0.189538	V	19761050	19766769	5719	FALSE
WBGene00010933	V:19792618-19795008	204	31	30	0.02451	170.451	10000	1132	170.451	1000	0	0.883392	V	19792618	19795008	2390	FALSE
WBGene00010934	V:19776079-19777174	204	6	6	0.045277	262.243	10000	1301	262.243	1000	0	0.76864	V	19776079	19777174	1095	FALSE
WBGene00010935	X:14502497-14503913	204	11	11	0.019608	575.778	10000	2113	575.778	1000	0	0.473261	X	14502497	14503913	1416	FALSE
WBGene00044146	X:14470986-14471772	204	12	11	0.004902	453.68	10000	1791	453.68	1000	0	0.558347	X	14470986	14471772	786	FALSE
WBGene00044147	X:14479377-14480256	204	6	6	0.004902	370.223	10000	1272	370.223	1000	0	0.786164	X	14479377	14480256	879	FALSE
WBGene00010936	X:14496084-14499434	204	30	30	0.004902	362.201	10000	1320	362.201	1000	0	0.757576	X	14496084	14499434	3350	FALSE
WBGene00001898	X:14490106-14491111	204	5	5	0.045431	617.417	10000	2305	617.417	1000	0	0.433839	X	14490106	14491111	1005	FALSE
WBGene00001583	X:14480571-14484656	204	39	39	0.004902	481.949	10000	2054	481.949	1000	0	0.486855	X	14480571	14484656	4085	FALSE
WBGene00010937	X:14474037-14476153	204	13	13	0.009804	580.903	10000	2180	580.903	1000	0	0.458716	X	14474037	14476153	2116	FALSE
WBGene00010938	X:14462856-14464400	204	23	23	0.039216	616.205	10000	3004	616.205	1000	0	0.332889	X	14462856	14464400	1544	FALSE
WBGene00010939	X:14464808-14467615	204	31	30	0.009804	701.655	10000	5015	701.655	1000	0	0.199402	X	14464808	14467615	2807	FALSE
WBGene00010940	X:14485126-14485954,X:14485388-14485954	204	8	7	0.004902	543.341	10000	2377	543.341	1000	0	0.420698	X	14485126	14485954	828	FALSE
