snps	position	window	Td	swindow	ewindow	midwindow
967	9417238	967	-1.76858262508698	9417238	9429107	9423172.5
968	9417294	968	-1.77006028931096	9417294	9429183	9423238.5
969	9417307	969	-1.76137450692123	9417307	9429220	9423263.5
970	9417405	970	-1.74998568021935	9417405	9429393	9423399
971	9417674	971	-1.76285217114521	9417674	9429409	9423541.5
972	9417776	972	-1.76137450692123	9417776	9429443	9423609.5
973	9417869	973	-1.75992086975781	9417869	9429471	9423670
974	9418345	974	-1.74999769374962	9418345	9429493	9423919
975	9418564	975	-1.75702560896123	9418564	9429555	9424059.5
976	9418627	976	-1.7528449004251	9418627	9429573	9424100
977	9418784	977	-1.76560326957847	9418784	9429645	9424214.5
978	9418862	978	-1.76560326957847	9418862	9429669	9424265.5
979	9418879	979	-1.75273677865261	9418879	9429786	9424332.5
980	9418880	980	-1.74134795195072	9418880	9429824	9424352
981	9419014	981	-1.73005523349105	9419014	9429977	9424495.5
982	9419171	982	-1.74144406019293	9419171	9430011	9424591
983	9419183	983	-1.72868569103956	9419183	9430036	9424609.5
984	9419225	984	-1.80411864764413	9419225	9430370	9424797.5
985	9419316	985	-1.80411864764413	9419316	9430422	9424869
986	9419637	986	-1.80819123440778	9419637	9430451	9425044
987	9419682	987	-1.75549989061615	9419682	9430477	9425079.5
988	9419920	988	-1.66400484403223	9419920	9430506	9425213
989	9420121	989	-1.66106152911455	9420121	9430539	9425330
990	9420131	990	-1.63757507742448	9420131	9430824	9425477.5
991	9420152	991	-1.64051839234216	9420152	9430888	9425520
992	9420161	992	-1.64051839234216	9420161	9430897	9425529
993	9420195	993	-1.63904072811818	9420195	9430907	9425551
994	9420235	994	-1.64051839234216	9420235	9430910	9425572.5
995	9420559	995	-1.64051839234216	9420559	9430917	9425738
996	9420843	996	-1.67926202748306	9420843	9431008	9425925.5
997	9420990	997	-1.69690990345888	9420990	9431153	9426071.5
998	9421097	998	-1.6813163411603	9421097	9431229	9426163
999	9421631	999	-1.66844985023444	9421631	9431384	9426507.5
1000	9421989	1000	-1.64496339854437	9421989	9431386	9426687.5
1001	9422093	1001	-1.73645844512829	9422093	9431525	9426809
1002	9422300	1002	-1.66055696084294	9422300	9431961	9427130.5
1003	9422432	1003	-1.67342345176881	9422432	9432006	9427219
1004	9422481	1004	-1.67342345176881	9422481	9432063	9427272
1005	9422781	1005	-1.66055696084294	9422781	9432072	9427426.5
1006	9422897	1006	-1.67342345176881	9422897	9432142	9427519.5
1007	9422940	1007	-1.67490111599279	9422940	9432195	9427567.5
1008	9423115	1008	-1.67637878021676	9423115	9432534	9427824.5
1009	9423148	1009	-1.69331785790628	9423148	9432563	9427855.5
1010	9423282	1010	-1.68322649247423	9423282	9432691	9427986.5
1011	9423424	1011	-1.67036000154836	9423424	9432724	9428074
1012	9423508	1012	-1.66888233732438	9423508	9432733	9428120.5
1013	9423811	1013	-1.66888233732438	9423811	9432751	9428281
1014	9423862	1014	-1.66304376161013	9423862	9432798	9428330
1015	9424104	1015	-1.66156609738615	9424104	9432809	9428456.5
1016	9424425	1016	-1.63955730992006	9424425	9433036	9428730.5
1017	9424568	1017	-1.68356287132196	9424568	9433083	9428825.5
1018	9424840	1018	-1.67916591924085	9424840	9433320	9429080
1019	9425118	1019	-1.69475948153943	9425118	9433475	9429296.5
1020	9425186	1020	-1.69748655291214	9425186	9433483	9429334.5
1021	9425199	1021	-1.71949534037823	9425199	9433506	9429352.5
1022	9425258	1022	-1.71949534037823	9425258	9433512	9429385
1023	9425307	1023	-1.7108095579885	9425307	9433612	9429459.5
1024	9425308	1024	-1.61931451140458	9425308	9433620	9429464
1025	9425364	1025	-1.52781946482066	9425364	9433621	9429492.5
1026	9425628	1026	-1.54068595574652	9425628	9433672	9429650
1027	9425754	1027	-1.52929712904464	9425754	9433855	9429804.5
1028	9426054	1028	-1.44072137031784	9426054	9433915	9429984.5
1029	9426133	1029	-1.44072137031784	9426133	9433968	9430050.5
1030	9426181	1030	-1.43488279460359	9426181	9434065	9430123
1031	9426266	1031	-1.43488279460359	9426266	9434088	9430177
1032	9426278	1032	-1.43927974668469	9426278	9434144	9430211
1033	9426282	1033	-1.34778470010077	9426282	9434184	9430233
1034	9426573	1034	-1.33639587339889	9426573	9434211	9430392
1035	9426726	1035	-1.3158527366265	9426726	9434222	9430474
1036	9426778	1036	-1.31001416091224	9426778	9434321	9430549.5
1037	9426797	1037	-1.37510346794897	9426797	9434507	9430652
1038	9426818	1038	-1.36641768555924	9426818	9434577	9430697.5
1039	9426887	1039	-1.44922694975343	9426887	9434778	9430832.5
1040	9426988	1040	-1.53723807255724	9426988	9434899	9430943.5
1041	9426989	1041	-1.52584924585535	9426989	9434906	9430947.5
1042	9427033	1042	-1.43583186349541	9427033	9435020	9431026.5
1043	9427042	1043	-1.42296537256955	9427042	9435113	9431077.5
1044	9427162	1044	-1.42296537256955	9427162	9435549	9431355.5
1045	9427329	1045	-1.4330567380016	9427329	9435588	9431458.5
1046	9427356	1046	-1.39717232306644	9427356	9435903	9431629.5
1047	9427512	1047	-1.39717232306644	9427512	9435925	9431718.5
1048	9427596	1048	-1.39569465884246	9427596	9435957	9431776.5
1049	9427690	1049	-1.34300331505083	9427690	9436030	9431860
1050	9427714	1050	-1.34300331505083	9427714	9436051	9431882.5
1051	9427735	1051	-1.41734304040026	9427735	9436176	9431955.5
1052	9427839	1052	-1.41734304040026	9427839	9436532	9432185.5
1053	9427863	1053	-1.41734304040026	9427863	9436560	9432211.5
1054	9427932	1054	-1.43020953132613	9427932	9436563	9432247.5
1055	9427943	1055	-1.41734304040026	9427943	9436588	9432265.5
1056	9428011	1056	-1.43954404435077	9428011	9436959	9432485
1057	9428025	1057	-1.43954404435077	9428025	9436963	9432494
1058	9428135	1058	-1.43954404435077	9428135	9437072	9432603.5
1059	9428713	1059	-1.41330649422744	9428713	9437108	9432910.5
1060	9428723	1060	-1.41330649422744	9428723	9437211	9432967
1061	9428816	1061	-1.42469532092933	9428816	9437216	9433016
1062	9428850	1062	-1.42469532092933	9428850	9437287	9433068.5
1063	9428941	1063	-1.45390021303089	9428941	9437335	9433138
1064	9428992	1064	-1.45674741970636	9428992	9437338	9433165
1065	9429065	1065	-1.46401560552349	9429065	9437351	9433208
1066	9429107	1066	-1.46401560552349	9429107	9437433	9433270
1067	9429183	1067	-1.46549326974747	9429183	9437538	9433360.5
1068	9429220	1068	-1.46549326974747	9429220	9437589	9433404.5
1069	9429393	1069	-1.4741790521372	9429393	9437591	9433492
1070	9429409	1070	-1.48704554306306	9429409	9437653	9433531
1071	9429443	1071	-1.48556787883909	9429443	9437666	9433554.5
1072	9429471	1072	-1.48556787883909	9429471	9437667	9433569
1073	9429493	1073	-1.48556787883909	9429493	9437777	9433635
1074	9429555	1074	-1.4883430043329	9429555	9437814	9433684.5
1075	9429573	1075	-1.49418158004716	9429573	9437910	9433741.5
1076	9429645	1076	-1.50120949525876	9429645	9437918	9433781.5
1077	9429669	1077	-1.50120949525876	9429669	9437961	9433815
1078	9429786	1078	-1.50989527764849	9429786	9437972	9433879
1079	9429824	1079	-1.5169231928601	9429824	9438040	9433932
1080	9429977	1080	-1.5239511080717	9429977	9438050	9434013.5
1081	9430011	1081	-1.5239511080717	9430011	9438070	9434040.5
1082	9430036	1082	-1.52542877229568	9430036	9438197	9434116.5
1083	9430370	1083	-1.44949124741951	9430370	9438213	9434291.5
1084	9430422	1084	-1.42438296914214	9430422	9438218	9434320
1085	9430451	1085	-1.43577179584403	9430451	9438502	9434476.5
1086	9430477	1086	-1.35811633613835	9430477	9439455	9434966
1087	9430506	1087	-1.39794118900412	9430506	9439737	9435121.5
1088	9430539	1088	-1.48795857136406	9430539	9439772	9435155.5
1089	9430824	1089	-1.47941695133765	9430824	9439779	9435301.5
1090	9430888	1090	-1.49706482731346	9430888	9439956	9435422
1091	9430897	1091	-1.49412151239578	9430897	9440023	9435460
1092	9430907	1092	-1.40262646581186	9430907	9440025	9435466
1093	9430910	1093	-1.40410413003583	9430910	9440056	9435483
1094	9430917	1094	-1.39123763910997	9430917	9440092	9435504.5
1095	9431008	1095	-1.36669399675559	9431008	9440127	9435567.5
1096	9431153	1096	-1.36377470889846	9431153	9440148	9435650.5
1097	9431229	1097	-1.35674679368686	9431229	9440218	9435723.5
1098	9431384	1098	-1.34631904940707	9431384	9440298	9435841
1099	9431386	1099	-1.35918554033294	9431386	9440537	9435961.5
1100	9431525	1100	-1.36843595864565	9431525	9440554	9436039.5
1101	9431961	1101	-1.34494950695558	9431961	9440673	9436317
1102	9432006	1102	-1.41295810184943	9432006	9440679	9436342.5
1103	9432063	1103	-1.41295810184943	9432063	9440777	9436420
1104	9432072	1104	-1.38947165015936	9432072	9440931	9436501.5
1105	9432142	1105	-1.38947165015936	9432142	9441020	9436581
1106	9432195	1106	-1.37798671521527	9432195	9441082	9436638.5
1107	9432534	1107	-1.37798671521527	9432534	9441113	9436823.5
1108	9432563	1108	-1.37798671521527	9432563	9441114	9436838.5
1109	9432691	1109	-1.37798671521527	9432691	9441133	9436912
1110	9432724	1110	-1.38660041642334	9432724	9441175	9436949.5
1111	9432733	1111	-1.3994669073492	9432733	9441227	9436980
1112	9432751	1112	-1.31236881284639	9432751	9441265	9437008
1113	9432798	1113	-1.3009799861445	9432798	9441287	9437042.5
1114	9432809	1114	-1.2939520709329	9432809	9441288	9437048.5
1115	9433036	1115	-1.28256324423101	9433036	9441295	9437165.5
1116	9433083	1116	-1.30604969592108	9433083	9441307	9437195
1117	9433320	1117	-1.31473547831081	9433320	9441418	9437369
1118	9433475	1118	-1.29564597870185	9433475	9441437	9437456
1119	9433483	1119	-1.28416104375775	9433483	9441622	9437552.5
1120	9433506	1120	-1.29554987045964	9433506	9441755	9437630.5
1121	9433512	1121	-1.29702753468362	9433512	9441783	9437647.5
1122	9433612	1122	-1.25680623531873	9433612	9441806	9437709
1123	9433620	1123	-1.17405703877592	9433620	9441827	9437723.5
1124	9433621	1124	-1.21286074156821	9433621	9441948	9437784.5
1125	9433672	1125	-1.23472536667099	9433672	9442003	9437837.5
1126	9433855	1126	-1.22185887574512	9433855	9442052	9437953.5
1127	9433915	1127	-1.22185887574512	9433915	9442053	9437984
1128	9433968	1128	-1.30895697024793	9433968	9442095	9438031.5
1129	9434065	1129	-1.30895697024793	9434065	9442113	9438089
1130	9434088	1130	-1.30895697024793	9434088	9442238	9438163
1131	9434144	1131	-1.30456001816683	9434144	9442278	9438211
1132	9434184	1132	-1.29169352724096	9434184	9442292	9438238
1133	9434211	1133	-1.38318857382488	9434211	9442296	9438253.5
1134	9434222	1134	-1.39605506475075	9434222	9442319	9438270.5
1135	9434321	1135	-1.41085573405109	9434321	9442339	9438330
1136	9434507	1136	-1.41669430976534	9434507	9442371	9438439
1137	9434577	1137	-1.44018076145541	9434577	9442566	9438571.5
1138	9434778	1138	-1.3574315649126	9434778	9442594	9438686
1139	9434899	1139	-1.34917826961282	9434899	9442607	9438753
1140	9434906	1140	-1.33631177868696	9434906	9442619	9438762.5
1141	9435020	1141	-1.34333969389856	9435020	9442624	9438822
1142	9435113	1142	-1.34599468408961	9435113	9442658	9438885.5
1143	9435549	1143	-1.34599468408961	9435549	9442729	9439139
1144	9435588	1144	-1.34599468408961	9435588	9442741	9439164.5
1145	9435903	1145	-1.34599468408961	9435903	9442949	9439426
1146	9435925	1146	-1.4345704428164	9435925	9442950	9439437.5
1147	9435957	1147	-1.4345704428164	9435957	9442997	9439477
1148	9436030	1148	-1.34747234831359	9436030	9443070	9439550
1149	9436051	1149	-1.40016369210522	9436051	9443094	9439572.5
1150	9436176	1150	-1.40016369210522	9436176	9443266	9439721
1151	9436532	1151	-1.32290467889866	9436532	9443325	9439928.5
1152	9436560	1152	-1.32290467889866	9436560	9443530	9440045
1153	9436563	1153	-1.23140963231474	9436563	9443537	9440050
1154	9436588	1154	-1.20792318062467	9436588	9443550	9440069
1155	9436959	1155	-1.20655363817318	9436959	9443557	9440258
1156	9436963	1156	-1.20655363817318	9436963	9443565	9440264
1157	9437072	1157	-1.20508798747948	9437072	9443569	9440320.5
1158	9437108	1158	-1.20508798747948	9437108	9443575	9440341.5
1159	9437211	1159	-1.24271436430469	9437211	9443700	9440455.5
1160	9437216	1160	-1.25410319100658	9437216	9443853	9440534.5
1161	9437287	1161	-1.23467731254988	9437287	9443948	9440617.5
1162	9437335	1162	-1.22319237760579	9437335	9444228	9440781.5
1163	9437338	1163	-1.2365874638638	9437338	9444362	9440850
1164	9437351	1164	-1.2365874638638	9437351	9444367	9440859
1165	9437433	1165	-1.2365874638638	9437433	9444416	9440924.5
1166	9437538	1166	-1.2365874638638	9437538	9444466	9441002
1167	9437589	1167	-1.22372097293794	9437589	9445590	9441589.5
1168	9437591	1168	-1.22372097293794	9437591	9445747	9441669
1169	9437653	1169	-1.22077765802026	9437653	9445812	9441732.5
1170	9437666	1170	-1.21929999379628	9437666	9445931	9441798.5
1171	9437667	1171	-1.21929999379628	9437667	9446047	9441857
1172	9437777	1172	-1.20250507847008	9437777	9446121	9441949
1173	9437814	1173	-1.20690203055119	9437814	9446137	9441975.5
1174	9437910	1174	-1.21699339598324	9437910	9446221	9442065.5
1175	9437918	1175	-1.21699339598324	9437918	9446381	9442149.5
1176	9437961	1176	-1.19934552000743	9437961	9446405	9442183
1177	9437972	1177	-1.19934552000743	9437972	9446517	9442244.5
1178	9438040	1178	-1.19350694429317	9438040	9446651	9442345.5
1179	9438050	1179	-1.19934552000743	9438050	9446857	9442453.5
1180	9438070	1180	-1.20518409572169	9438070	9446950	9442510
1181	9438197	1181	-1.21942012909904	9438197	9446985	9442591
1182	9438213	1182	-1.21794246487506	9438213	9447105	9442659
1183	9438218	1183	-1.3081160231286	9438218	9447110	9442664
1184	9438502	1184	-1.34609079233182	9438502	9447541	9443021.5
1185	9439455	1185	-1.33470196562994	9439455	9447616	9443535.5
1186	9439737	1186	-1.42522391626148	9439737	9447719	9443728
1187	9439772	1187	-1.43661274296337	9439772	9448121	9443946.5
1188	9439779	1188	-1.42522391626148	9439779	9448209	9443994
1189	9439956	1189	-1.42802306881585	9439956	9448377	9444166.5
1190	9440023	1190	-1.43386164453011	9440023	9448400	9444211.5
1191	9440025	1191	-1.43680495944779	9440025	9448414	9444219.5
1192	9440056	1192	-1.51543351510584	9440056	9448558	9444307
1193	9440092	1193	-1.51543351510584	9440092	9448571	9444331.5
1194	9440127	1194	-1.52830000603171	9440127	9448694	9444410.5
1195	9440148	1195	-1.5414548216842	9440148	9448928	9444538
1196	9440218	1196	-1.54585177376531	9440218	9448971	9444594.5
1197	9440298	1197	-1.54585177376531	9440298	9449017	9444657.5
1198	9440537	1198	-1.56892976542598	9440537	9449134	9444835.5
1199	9440554	1199	-1.56745210120201	9440554	9449149	9444851.5
1200	9440673	1200	-1.55820168288929	9440673	9449258	9444965.5
1201	9440679	1201	-1.58168813457936	9440679	9449279	9444979
1202	9440777	1202	-1.60517458626943	9440777	9449387	9445082
1203	9440931	1203	-1.60517458626943	9440931	9449468	9445199.5
1204	9441020	1204	-1.62718337373552	9441020	9449550	9445285
1205	9441082	1205	-1.62856492971729	9441082	9449646	9445364
1206	9441113	1206	-1.54850676395636	9441113	9449657	9445385
1207	9441114	1207	-1.45701171737244	9441114	9449773	9445443.5
1208	9441133	1208	-1.45553405314846	9441133	9449806	9445469.5
1209	9441175	1209	-1.45553405314846	9441175	9450045	9445610
1210	9441227	1210	-1.44414522644658	9441227	9450085	9445656
1211	9441265	1211	-1.44414522644658	9441265	9450094	9445679.5
1212	9441287	1212	-1.53272098517337	9441287	9450127	9445707
1213	9441288	1213	-1.53135144272187	9441288	9450156	9445722
1214	9441295	1214	-1.54421793364774	9441295	9450322	9445808.5
1215	9441307	1215	-1.5570844245736	9441307	9450381	9445844
1216	9441418	1216	-1.54421793364774	9441418	9450471	9445944.5
1217	9441437	1217	-1.53135144272187	9441437	9450685	9446061
1218	9441622	1218	-1.55483789441194	9441622	9450772	9446197
1219	9441755	1219	-1.56632282935604	9441755	9450856	9446305.5
1220	9441783	1220	-1.56780049358002	9441783	9450880	9446331.5
1221	9441806	1221	-1.56632282935604	9441806	9450916	9446361
1222	9441827	1222	-1.60506646449694	9441827	9451054	9446440.5
1223	9441948	1223	-1.6950237792055	9441948	9451154	9446551
1224	9442003	1224	-1.74771512299714	9442003	9451197	9446600
1225	9442052	1225	-1.80725417904623	9442052	9451211	9446631.5
1226	9442053	1226	-1.80725417904623	9442053	9451731	9446892
1227	9442095	1227	-1.8201206699721	9442095	9451794	9446944.5
1228	9442113	1228	-1.8060047718975	9442113	9452029	9447071
1229	9442238	1229	-1.80452710767352	9442238	9452080	9447159
1230	9442278	1230	-1.81036568338778	9442278	9452487	9447382.5
1231	9442292	1231	-1.72910616459923	9442292	9452537	9447414.5
1232	9442296	1232	-1.72237858764453	9442296	9452546	9447421
1233	9442319	1233	-1.71089365270043	9442319	9452556	9447437.5
1234	9442339	1234	-1.70505507698617	9442339	9452685	9447512
1235	9442371	1235	-1.70364949394385	9442371	9452713	9447542
1236	9442566	1236	-1.69078300301799	9442566	9452726	9447646
1237	9442594	1237	-1.69078300301799	9442594	9452838	9447716
1238	9442607	1238	-1.78221798195053	9442607	9452916	9447761.5
1239	9442619	1239	-1.79915705964004	9442619	9452919	9447769
1240	9442624	1240	-1.80618497485165	9442624	9453135	9447879.5
1241	9442658	1241	-1.8120235505659	9442658	9453235	9447946.5
1242	9442729	1242	-1.89938594273479	9442729	9453379	9448054
1243	9442741	1243	-1.90930911874298	9442741	9453446	9448093.5
1244	9442949	1244	-1.89921775331093	9442949	9453460	9448204.5
1245	9442950	1245	-1.88912638787888	9442950	9453476	9448213
1246	9442997	1246	-1.8876487236549	9442997	9453479	9448238
1247	9443070	1247	-1.8876487236549	9443070	9453486	9448278
1248	9443094	1248	-1.96063092008312	9443094	9453765	9448429.5
1249	9443266	1249	-1.96063092008312	9443266	9453850	9448558
1250	9443325	1250	-1.96063092008312	9443325	9453884	9448604.5
1251	9443530	1251	-2.05064830244306	9443530	9453892	9448711
1252	9443537	1252	-2.0364122690657	9443537	9454050	9448793.5
1253	9443550	1253	-2.11504082472376	9443550	9454053	9448801.5
1254	9443557	1254	-2.13413032433272	9443557	9454199	9448878
1255	9443565	1255	-2.05979059898328	9443565	9454281	9448923
1256	9443569	1256	-2.05979059898328	9443569	9454319	9448944
1257	9443575	1257	-2.06273391390096	9443575	9454402	9448988.5
1258	9443700	1258	-2.06273391390096	9443700	9454470	9449085
1259	9443853	1259	-2.06421157812494	9443853	9454524	9449188.5
1260	9443948	1260	-2.04220279065885	9443948	9454535	9449241.5
1261	9444228	1261	-2.06162866911555	9444228	9454641	9449434.5
1262	9444362	1262	-2.06024711313378	9444362	9454801	9449581.5
1263	9444367	1263	-2.06886081434185	9444367	9454825	9449596
1264	9444416	1264	-2.07469939005611	9444416	9454846	9449631
1265	9444466	1265	-2.07322172583213	9444466	9454911	9449688.5
1266	9445590	1266	-2.07322172583213	9445590	9454984	9450287
1267	9445747	1267	-2.07322172583213	9445747	9455043	9450395
1268	9445812	1268	-2.07174406160815	9445812	9455118	9450465
1269	9445931	1269	-2.07468737652583	9445931	9455257	9450594
1270	9446047	1270	-2.02444679291056	9446047	9455268	9450657.5
1271	9446121	1271	-2.02444679291056	9446121	9455306	9450713.5
1272	9446137	1272	-1.95117627175571	9446137	9455342	9450739.5
1273	9446221	1273	-1.94249048936598	9446221	9455525	9450873
1274	9446381	1274	-1.92825445598862	9446381	9455642	9451011.5
1275	9446405	1275	-1.92825445598862	9446405	9455872	9451138.5
1276	9446517	1276	-1.93887441675283	9446517	9455947	9451232
1277	9446651	1277	-1.93887441675283	9446651	9455953	9451302
1278	9446857	1278	-1.94471299246708	9446857	9456324	9451590.5
1279	9446950	1279	-1.94471299246708	9446950	9456373	9451661.5
1280	9446985	1280	-1.93184650154122	9446985	9456474	9451729.5
1281	9447105	1281	-1.93036883731724	9447105	9456503	9451804
1282	9447110	1282	-1.91898001061536	9447110	9456539	9451824.5
1283	9447541	1283	-1.91750234639138	9447541	9456557	9452049
1284	9447616	1284	-1.91750234639138	9447616	9456655	9452135.5
1285	9447719	1285	-1.91613280393989	9447719	9457006	9452362.5
1286	9448121	1286	-1.91613280393989	9448121	9457340	9452730.5
1287	9448209	1287	-1.91761046816386	9448209	9457399	9452804
1288	9448377	1288	-1.91761046816386	9448377	9457457	9452917
1289	9448400	1289	-1.90280979886352	9448400	9457485	9452942.5
1290	9448414	1290	-1.88994330793766	9448414	9457647	9453030.5
1291	9448558	1291	-1.88994330793766	9448558	9457767	9453162.5
1292	9448571	1292	-1.87932334717346	9448571	9458032	9453301.5
1293	9448694	1293	-1.8650873137961	9448694	9458163	9453428.5
1294	9448928	1294	-1.77624725740323	9448928	9458217	9453572.5
1295	9448971	1295	-1.78911374832909	9448971	9458427	9453699
1296	9449017	1296	-1.77624725740323	9449017	9458466	9453741.5
1297	9449134	1297	-1.70027369193623	9449134	9458636	9453885
1298	9449149	1298	-1.69737843113965	9449149	9458761	9453955
1299	9449258	1299	-1.69885609536363	9449258	9458878	9454068
1300	9449279	1300	-1.63350249066083	9449279	9458890	9454084.5
1301	9449387	1301	-1.54466243426796	9449387	9458911	9454149
1302	9449468	1302	-1.54466243426796	9449468	9459103	9454285.5
1303	9449550	1303	-1.54466243426796	9449550	9459104	9454327
1304	9449646	1304	-1.54614009849194	9449646	9459105	9454375.5
1305	9449657	1305	-1.55762503343603	9449657	9459117	9454387
1306	9449773	1306	-1.63630164321519	9449773	9459208	9454490.5
1307	9449806	1307	-1.72779668979911	9449806	9459356	9454581
1308	9450045	1308	-1.72927435402309	9450045	9459363	9454704
1309	9450085	1309	-1.72779668979911	9450085	9459464	9454774.5
1310	9450094	1310	-1.74066318072498	9450094	9459553	9454823.5
1311	9450127	1311	-1.74066318072498	9450127	9459589	9454858
1312	9450156	1312	-1.739185516501	9450156	9459613	9454884.5
1313	9450322	1313	-1.75342154987836	9450322	9459660	9454991
1314	9450381	1314	-1.75342154987836	9450381	9459742	9455061.5
1315	9450471	1315	-1.75342154987836	9450471	9459920	9455195.5
1316	9450685	1316	-1.76189108872311	9450685	9459954	9455319.5
1317	9450772	1317	-1.77475757964898	9450772	9459987	9455379.5
1318	9450856	1318	-1.77475757964898	9450856	9460024	9455440
1319	9450880	1319	-1.68326253306506	9450880	9460031	9455455.5
1320	9450916	1320	-1.59171943236003	9450916	9460033	9455474.5
1321	9451054	1321	-1.50341998482959	9451054	9460073	9455563.5
1322	9451154	1322	-1.41512053729916	9451154	9460074	9455614
1323	9451197	1323	-1.41659820152313	9451197	9460094	9455645.5
1324	9451211	1324	-1.409330015706	9451211	9460941	9456076
1325	9451731	1325	-1.33084562241126	9451731	9460992	9456361.5
1326	9451794	1326	-1.32411804545656	9451794	9461029	9456411.5
1327	9452029	1327	-1.27539116665609	9452029	9461030	9456529.5
1328	9452080	1328	-1.29098472895466	9452080	9461031	9456555.5
1329	9452487	1329	-1.29246239317864	9452487	9461095	9456791
1330	9452537	1330	-1.26644108660029	9452537	9461149	9456843
1331	9452546	1331	-1.3420061920379	9452546	9461190	9456868
1332	9452556	1332	-1.33811380822839	9452556	9461315	9456935.5
1333	9452685	1333	-1.34959874317249	9452685	9461399	9457042
1334	9452713	1334	-1.35543731888675	9452713	9461402	9457057.5
1335	9452726	1335	-1.3655286843188	9452726	9461404	9457065
1336	9452838	1336	-1.36970939285493	9452838	9461590	9457214
1337	9452916	1337	-1.35547335947757	9452916	9461607	9457261.5
1338	9452919	1338	-1.35547335947757	9452919	9461615	9457267
1339	9453135	1339	-1.35547335947757	9453135	9461616	9457375.5
1340	9453235	1340	-1.35691498311072	9453235	9461643	9457439
1341	9453379	1341	-1.35691498311072	9453379	9461685	9457532
1342	9453446	1342	-1.34552615640884	9453446	9461698	9457572
1343	9453460	1343	-1.33560298040066	9453460	9461977	9457718.5
1344	9453476	1344	-1.3234933418822	9453476	9462212	9457844
1345	9453479	1345	-1.32071821638838	9453479	9462256	9457867.5
1346	9453486	1346	-1.31925256569468	9453486	9462492	9457989
1347	9453765	1347	-1.31056678330495	9453765	9462705	9458235
1348	9453850	1348	-1.32616034560352	9453850	9462870	9458360
1349	9453884	1349	-1.30395934165301	9453884	9463004	9458444
1350	9453892	1350	-1.30395934165301	9453892	9463071	9458481.5
1351	9454050	1351	-1.30395934165301	9454050	9463116	9458583
1352	9454053	1352	-1.31671771080639	9454053	9463219	9458636
1353	9454199	1353	-1.32810653750828	9454199	9463221	9458710
1354	9454281	1354	-1.33102582536541	9454281	9463224	9458752.5
1355	9454319	1355	-1.4196015840922	9454319	9463241	9458780
1356	9454402	1356	-1.38276810026521	9454402	9463262	9458832
1357	9454470	1357	-1.37408231787549	9454470	9463273	9458871.5
1358	9454524	1358	-1.36539653548576	9454524	9463284	9458904
1359	9454535	1359	-1.36539653548576	9454535	9463312	9458923.5
1360	9454641	1360	-1.37194390948631	9454641	9464215	9459428
1361	9454801	1361	-1.35514899416012	9454801	9464216	9459508.5
1362	9454825	1362	-1.3650721701683	9454825	9464364	9459594.5
1363	9454846	1363	-1.35368334346641	9454846	9464585	9459715.5
1364	9454911	1364	-1.34081685254055	9454911	9464674	9459792.5
1365	9454984	1365	-1.34229451676453	9454984	9464720	9459852
1366	9455043	1366	-1.33645594105027	9455043	9464771	9459907
1367	9455118	1367	-1.34637911705845	9455118	9464787	9459952.5
1368	9455257	1368	-1.34491346636475	9455257	9464800	9460028.5
1369	9455268	1369	-1.34197015144707	9455268	9464801	9460034.5
1370	9455306	1370	-1.38082190836046	9455306	9464818	9460062
1371	9455342	1371	-1.35627826600608	9455342	9464963	9460152.5
1372	9455525	1372	-1.44634370248713	9455525	9465044	9460284.5
1373	9455642	1373	-1.45502948487686	9455642	9465304	9460473
1374	9455872	1374	-1.45639902732835	9455872	9465354	9460613
1375	9455947	1375	-1.43291257563828	9455947	9465399	9460673
1376	9455953	1376	-1.44577906656415	9455953	9465401	9460677
1377	9456324	1377	-1.35567758949227	9456324	9465662	9460993
1378	9456373	1378	-1.34281109856641	9456373	9465663	9461018
1379	9456474	1379	-1.32994460764054	9456474	9465775	9461124.5
1380	9456503	1380	-1.34133343434243	9456503	9465831	9461167
1381	9456539	1381	-1.3384141464853	9456539	9465888	9461213.5
1382	9456557	1382	-1.3384141464853	9456557	9465969	9461263
1383	9456655	1383	-1.3384141464853	9456655	9466096	9461375.5
1384	9457006	1384	-1.3384141464853	9457006	9466102	9461554
1385	9457340	1385	-1.35265017986266	9457340	9466233	9461786.5
1386	9457399	1386	-1.35265017986266	9457399	9466271	9461835
1387	9457457	1387	-1.35265017986266	9457457	9466339	9461898
1388	9457485	1388	-1.36111971870741	9457485	9466389	9461937
1389	9457647	1389	-1.29306306969246	9457647	9466434	9462040.5
1390	9457767	1390	-1.29306306969246	9457767	9466728	9462247.5
1391	9458032	1391	-1.29306306969246	9458032	9466752	9462392
1392	9458163	1392	-1.30368303045666	9458163	9466922	9462542.5
1393	9458217	1393	-1.31791906383402	9458217	9467224	9462720.5
1394	9458427	1394	-1.40675912022689	9458427	9467238	9462832.5
1395	9458466	1395	-1.39807333783716	9458466	9467241	9462853.5
1396	9458636	1396	-1.41093982876302	9458636	9467322	9462979
1397	9458761	1397	-1.41093982876302	9458761	9467339	9463050
1398	9458878	1398	-1.41677840447728	9458878	9467369	9463123.5
1399	9458890	1399	-1.40668703904523	9458890	9467453	9463171.5
1400	9458911	1400	-1.40398399473307	9458911	9467608	9463259.5
1401	9459103	1401	-1.40398399473307	9459103	9467659	9463381
1402	9459104	1402	-1.40398399473307	9459104	9467687	9463395.5
1403	9459105	1403	-1.39249905978898	9459105	9467696	9463400.5
